"A0002500","R0000100","R0000700","R0001010","R0001100","R0001200","R0001610","R0001800","R0010300","R0023500","R0029100","R0153800","R0153900","R0154000","R0154100","R0154300","R0154400","R0154500","R0170100","R0171800","R0214700","R0214800","R0217501","R0217502","R0217910","R0306700","R0307000","R0307100","R1021700","R1395100","R1395400","R3279401","R3400800","R3401501","R3403500","R3407700","R3407800","R6430800","R6430900","R6591300","R6592900","R6738700","R6749800","R6839600","R6909701","R7006400","R7006500","R7006600","R7006900","R7007000","R9909700","T3206901","T3308200","T3308700","T3495400","T3506500","T3976400","T3977400","T3977500","T3977600","T3987600","T3987800","T4112200","T4112700","T4113000","T4114600","T4114900"
445,1472,1,0,0,-4,1,2,2,12,-4,2,2,2,2,2,2,2,-4,0,3,2,0,4,-3,0,-4,0,18,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1473,1,1,0,-4,1,1,4,13,0,2,2,3,2,2,3,2,964,0,3,1,0,3,-3,-5,-5,-5,18,0,-4,34000,0,12,8,2,5,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1474,1,0,0,-4,0,1,5,16,0,1,2,4,1,1,1,1,80,1,3,2,1,2,0,0,-4,0,20,1,-4,2000,0,13,7,2,6,0,-4,-4,-4,-4,40,2,8760,3,75280,0,2,1,38,-4,9290,4610,800,52,-4,0,-4,-4,50000,-4,2,3,14,1,8
445,1475,1,0,0,-4,1,1,9,16,0,3,3,3,3,3,3,3,12,1,3,1,0,1,0,0,-4,0,0,-5,-5,27000,0,14,2,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,28,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1476,1,0,0,-4,1,1,1,16,-4,3,2,2,1,3,4,-2,2,1,3,1,0,2,0,0,-4,1,17,1,-4,27000,0,13,8,0,-4,0,-4,69,558,-4,16,-4,30000,4,67250,0,2,1,21,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1477,1,0,0,-4,1,1,2,16,0,2,2,3,2,3,3,2,180,0,3,1,0,3,0,1,20,0,16,2,-4,0,0,16,15,3,0,2,24,749,19,-4,-4,-4,45000,3,47400,0,3,3,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1478,1,1,0,-4,1,1,2,13,0,1,1,3,2,2,4,1,931,0,3,2,0,5,-3,1,17,0,14,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,55,-4,7580,5120,140,-4,3,43000,-4,-4,-4,-4,2,3,13,1,8
445,1479,1,1,0,-4,1,1,1,18,0,2,2,3,2,3,3,2,86,1,3,1,0,4,0,0,-4,0,14,0,-4,23400,0,18,4,0,-4,0,-4,877,19,-4,-4,-4,58000,4,78000,0,2,1,69,-4,9170,10,5700,-4,-4,343830,-4,-4,0,-4,3,3,18,1,7
445,1480,1,1,0,-4,1,1,2,16,0,1,1,2,1,2,4,2,142,1,2,1,0,2,-3,0,-4,0,0,0,-4,0,1,14,18,0,-4,0,-4,417,804,-4,-4,-4,19000,4,19000,0,1,0,-998,-4,6070,4530,-4,-4,-4,0,-4,-4,-4,-4,1,3,14,1,21
445,1481,1,1,0,-4,1,1,2,17,0,2,2,4,1,2,2,2,144,0,2,1,0,1,0,1,14,0,23,1,-4,33000,0,16,8,3,2,0,-4,857,157,-4,-4,-4,50000,1,-2,-3,3,2,12,-4,7860,2320,620,52,1,84000,-4,-4,43000,-4,3,3,16,1,13
445,1482,1,1,0,-4,1,1,2,14,0,1,4,3,2,3,3,3,942,0,2,2,0,4,1,0,-4,0,24,2,14,-3,-3,13,6,3,-3,0,-4,838,313,543,50,3,-2,3,-2,-3,2,1,124,-4,8190,5700,8810,-4,2,35000,-4,-4,-4,-4,1,3,14,1,17
445,1483,1,1,0,-4,1,1,2,12,-4,3,-3,-3,-3,-3,-3,-3,391,1,2,2,0,3,1,0,-4,0,-4,0,-4,3000,1,12,8,0,-4,0,-4,609,356,-4,-4,0,13000,1,13000,0,3,2,-998,1968,8190,4230,3920,-4,-4,12038,-4,-4,-4,-4,1,3,12,1,17
445,1484,1,1,0,-4,1,1,2,12,0,3,3,2,1,3,2,2,-4,0,2,2,0,3,0,0,-4,0,18,1,-4,-1,-3,12,12,1,-3,0,-4,189,37,-4,-4,1,32000,2,35600,0,3,3,60,-4,8170,3130,-4,-4,2,-2,30000,50000,-4,-4,2,3,13,1,20
445,1485,1,1,0,-4,1,2,-1,15,0,4,3,2,2,2,2,3,495,1,2,1,-3,2,-3,0,-4,0,17,1,-4,1200,1,11,13,0,-4,0,-4,897,19,-4,-4,-4,0,1,21000,0,3,3,-998,-4,8770,7200,-4,-4,-4,0,-4,-4,-4,-4,1,3,11,1,17
445,1486,1,0,0,-4,1,1,2,16,0,1,3,3,2,3,3,2,343,0,2,1,0,7,0,0,-4,0,18,1,-4,24000,0,12,18,2,6,0,-4,417,804,-4,40,-4,34000,2,34000,0,3,3,68,-4,1570,9130,5310,52,-4,53000,-4,-4,40000,-4,4,3,12,1,25
445,1487,1,1,0,-4,1,1,2,16,-4,4,3,4,2,4,3,3,391,0,2,2,0,4,0,0,-4,0,18,1,18,20380,0,13,9,0,-4,0,-4,937,313,-4,-4,0,20500,1,20500,0,3,3,-998,-4,7970,5000,160,52,2,68000,-4,-4,38000,-4,2,3,13,1,12
445,1488,1,1,0,-4,1,1,5,18,0,4,3,3,2,3,3,3,506,0,2,1,0,2,-3,0,-4,0,15,4,14,22000,0,12,3,1,2,0,-4,19,486,-4,38,-4,7000,1,8000,1,1,0,-997,-4,6170,9620,-4,-4,-4,0,-4,-4,-4,-4,2,3,12,1,11
445,1489,1,1,0,-4,1,1,9,12,-4,2,1,3,2,3,2,2,31,1,2,2,0,5,1,0,-4,0,18,2,18,15000,0,12,3,4,0,-5,-5,878,447,-4,-1,4,24000,4,29100,0,3,3,177,-4,8290,4610,-4,-4,1,-1,-4,-4,-4,-4,1,4,12,1,9
445,1490,1,1,0,-4,1,2,2,12,-4,2,3,3,2,3,3,2,1,1,2,2,0,4,0,0,-4,0,16,0,-4,27000,-3,12,10,1,6,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,18,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1491,1,1,0,-4,0,1,2,12,0,3,3,3,2,2,2,3,75,1,2,2,0,3,0,0,-4,0,18,2,16,4000,1,12,10,2,7,0,-4,448,313,-4,40,2,45000,4,67000,0,2,1,1,-4,6990,5840,-4,-4,2,25000,-4,-4,-4,-4,4,3,13,1,15
445,1492,1,1,0,-4,1,2,2,-2,0,3,2,3,2,3,3,3,-4,0,3,1,0,3,0,1,18,1,19,1,19,20000,0,14,5,1,2,0,-4,227,785,-4,40,-4,24000,3,58050,0,2,1,65,-4,3580,7750,5110,26,2,72000,-4,-4,6000,-4,2,3,14,0,6
445,1493,1,1,0,-4,1,2,2,15,-4,2,2,2,3,2,3,3,100,1,3,2,0,5,0,0,-4,0,0,0,-4,240,0,12,4,2,3,0,-4,-4,-4,-4,-4,2,0,4,70000,0,2,1,6,-4,770,6260,6200,50,-4,0,-4,-4,272295,-4,2,3,12,0,6
445,1494,1,0,0,-4,1,1,2,12,0,2,2,3,3,2,4,2,395,0,3,2,3,6,-3,-5,-5,-5,21,5,-4,23000,0,13,10,3,4,5,21,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,64,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1495,1,0,0,-4,1,2,9,12,0,2,2,3,2,2,4,2,-4,0,3,2,1,3,0,0,-4,0,18,1,17,20000,0,12,2,2,8,0,-4,628,687,471,50,2,10000,2,36560,0,2,1,13,-4,8190,3600,6230,52,-4,12000,-4,-4,40000,-4,2,3,12,0,9
445,1496,1,1,0,-4,1,2,5,16,0,2,2,-2,2,2,4,2,230,1,3,1,0,4,-3,0,-4,0,19,3,-4,31000,0,16,7,1,-3,1,25,447,13,982,-4,-4,72000,4,72000,0,2,1,13,-4,7470,710,5160,-4,1,67000,-4,-4,0,-4,3,3,16,1,12
445,1497,1,1,1,3,1,1,9,16,0,2,2,2,2,2,4,2,1,0,3,2,0,3,0,0,-4,0,0,0,-4,34000,0,16,1,0,-4,0,-4,917,27,-4,40,0,58000,2,113750,0,2,1,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1498,1,0,0,-4,1,2,9,12,-4,3,3,3,3,4,4,3,343,1,3,2,0,5,-3,-5,-5,-5,-5,0,-4,14000,0,12,4,1,0,0,-4,838,313,-4,40,2,0,3,-2,-3,3,1,29,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1499,1,1,0,-4,1,1,2,12,0,2,3,3,4,3,3,3,-4,0,3,2,1,2,0,0,-4,0,0,0,-4,0,0,12,1,2,3,0,-4,718,313,-4,40,2,9000,4,33100,0,2,1,95,-4,7070,5700,3300,52,-4,15542,-4,-4,48342,-4,2,3,12,1,4
445,1500,1,1,0,-4,1,1,2,12,0,2,2,3,3,2,3,3,-4,0,3,1,0,4,0,-5,-5,-5,16,1,-3,29000,0,12,2,2,3,0,-4,197,229,-4,-4,-4,42000,3,42020,0,3,3,9,-4,3190,1010,-4,-4,1,62000,-4,-4,0,-4,3,3,12,0,2
445,1501,1,1,0,-4,1,1,7,16,-4,3,2,2,3,3,3,2,245,1,3,1,0,6,0,0,-4,0,16,0,-4,34422,0,17,4,1,1,0,-4,757,19,-4,-4,-4,50000,6,51500,0,2,1,24,-4,770,4250,3130,52,1,80000,-4,-4,54000,-4,6,3,17,1,9
445,1502,1,0,0,-4,1,1,7,16,-4,2,1,2,2,3,2,2,-4,1,3,2,0,6,0,0,-4,0,18,0,-4,37000,0,16,4,0,-4,0,-4,889,23,-4,50,3,6000,5,106800,0,2,1,14,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1503,1,1,0,-4,1,1,6,18,-4,1,1,3,1,2,3,2,31,1,3,1,0,3,0,1,13,0,17,2,-4,10200,-3,19,6,0,-4,1,21,858,14,-4,-4,-4,45590,4,-2,-3,2,1,25,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1504,1,1,0,-4,1,1,5,17,0,3,3,3,2,3,3,-2,-4,0,3,1,0,2,-3,0,-4,0,18,3,-4,36000,0,18,6,1,2,0,-4,707,255,-4,-4,-4,216200,4,332808,0,2,1,29,-4,6870,4820,-4,-4,1,343830,-4,-4,0,-4,3,3,18,1,6
445,1505,1,1,1,3,1,1,9,16,0,2,2,2,2,2,3,2,-4,0,3,1,0,3,-3,0,-4,0,21,1,-4,0,0,15,7,0,-4,2,24,927,216,-4,40,-4,32000,3,74000,0,2,1,71,-4,770,8740,130,52,-4,50000,-4,-4,58000,-4,3,3,15,1,8
445,1506,1,1,0,-4,1,1,9,16,0,2,2,2,3,3,4,2,245,0,3,1,0,3,0,1,17,0,17,4,-4,6690,0,12,18,0,-4,6,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,82,-4,8170,3500,3130,-4,2,42000,-4,-4,0,-4,2,3,12,0,27
445,1507,1,1,1,2,1,1,9,12,0,2,2,3,3,3,4,2,922,-2,3,2,0,6,0,0,-4,0,21,0,-4,6000,0,12,11,0,-4,0,-4,67,19,-4,55,2,20225,3,41025,0,2,1,-999,-4,4380,5240,620,52,-4,0,-4,-4,48000,-4,2,3,12,0,23
445,1508,1,1,0,-4,1,1,9,18,-4,1,2,4,2,2,3,3,65,1,3,1,0,6,0,0,-4,0,18,1,-4,42000,0,14,10,2,1,3,16,737,447,926,36,-4,35000,4,56000,0,2,1,30,-4,6170,9130,3130,-4,2,30000,-4,-4,-4,-4,1,3,14,1,17
445,1509,1,1,0,-4,1,1,9,17,0,3,2,3,3,3,4,2,194,1,3,1,0,1,0,0,-4,0,16,4,-4,10000,0,17,16,0,-4,0,-4,807,188,245,50,-4,6000,2,-2,-3,2,1,-998,-4,8560,2600,5700,52,4,0,-4,-4,50000,-4,2,3,17,1,41
445,1510,1,1,0,-4,1,1,5,14,-4,3,3,3,2,3,3,3,-4,0,3,2,0,3,0,0,-4,0,0,0,-4,10000,0,16,4,0,-4,0,-4,609,379,-4,-4,0,23500,2,56513,0,1,0,-998,-4,5380,5860,-4,-4,-4,26880,-4,-4,-4,-4,2,3,16,1,5
445,1511,1,1,0,-4,1,1,5,14,0,2,3,2,2,3,3,2,372,0,3,2,0,4,-3,0,-4,0,0,0,-4,18000,0,15,5,0,-4,0,-4,478,37,-4,-4,0,33000,2,35000,0,1,0,-998,-4,6070,620,-4,-4,-4,42450,-4,-4,-4,-4,2,3,18,1,9
445,1512,1,0,0,-4,1,1,5,16,0,2,3,2,3,2,2,2,-4,0,3,2,0,5,0,0,-4,0,0,0,-4,5000,-3,15,7,1,1,0,-4,668,29,-4,52,2,5500,4,65800,0,2,1,10,-4,8560,5700,620,52,-4,10000,-4,-4,105000,-4,2,3,15,0,14
445,1513,1,0,0,-4,1,1,5,12,0,3,3,1,4,3,2,2,194,0,3,1,0,5,0,0,-4,0,18,5,-4,32000,0,12,15,0,-4,4,22,809,97,-4,-2,-4,-1,2,-1,-3,2,1,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1514,1,1,0,-4,1,1,2,13,0,2,2,3,1,2,3,2,1,0,3,2,0,6,0,0,-4,0,18,0,-4,28000,0,12,3,0,-4,0,-4,448,363,153,40,0,37000,2,69000,0,2,1,-998,-4,9160,5700,6350,-4,-4,10000,-4,-4,-4,-4,1,3,13,0,7
445,1515,1,1,0,-4,1,1,2,12,-4,1,2,4,2,3,3,2,-4,0,3,1,0,6,0,1,9,0,13,0,-4,40000,0,12,7,1,2,0,-4,69,19,-4,20,-4,65000,4,70300,0,2,1,22,-4,770,10,5100,52,1,343830,-4,-4,20000,-4,3,3,12,1,8
445,1516,1,1,0,-4,1,1,5,12,0,2,4,2,4,4,2,2,942,1,2,2,1,4,0,0,-4,0,0,0,-4,10000,0,12,3,1,17,0,-4,669,633,-4,-4,0,23869,1,23869,0,3,3,-998,-4,8290,4020,-4,-4,-4,34104,-4,-4,-4,-4,1,3,12,1,5
445,1517,1,1,0,-4,1,2,2,12,0,2,1,3,1,3,4,3,183,0,2,2,0,4,0,0,-4,0,0,0,-4,4000,0,12,7,3,1,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,126,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1518,1,1,0,-4,1,2,2,12,0,2,3,3,3,2,3,3,715,0,2,1,0,4,0,0,-4,0,19,0,-4,0,0,12,6,0,-4,0,-4,807,19,-4,40,-4,25000,4,49100,0,2,1,70,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1519,1,1,0,-4,1,1,2,16,0,2,2,3,1,3,4,3,-4,1,2,2,1,6,0,0,-4,0,18,1,-4,7000,0,12,6,2,4,-5,-5,358,363,-4,-4,3,31200,3,35200,0,3,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1520,1,-3,0,-4,1,2,2,12,0,2,2,3,2,2,3,2,715,0,2,1,0,1,0,1,20,0,16,1,17,21800,0,12,1,2,4,0,-4,269,889,-4,40,-4,22000,5,47000,0,2,1,38,-4,1170,8960,5000,-4,2,33000,-4,-4,-4,-4,1,3,12,0,3
445,1521,1,1,0,-4,1,1,2,12,0,1,4,4,2,4,3,3,430,0,2,1,0,6,0,0,-4,0,19,4,-4,0,-3,12,1,2,8,0,-4,479,19,-4,40,-4,39700,3,77700,0,2,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1522,1,1,0,-4,1,1,2,16,0,1,2,4,1,3,4,2,1,0,2,2,0,6,0,0,-4,0,20,0,-4,18000,0,16,4,1,0,0,-4,707,7,-4,40,1,45000,3,67070,0,2,1,6,-4,5490,4720,4000,48,-4,14000,-4,-4,32000,-4,2,3,16,2,10
445,1523,1,1,0,-4,1,2,2,12,-4,2,3,3,4,3,1,3,2,1,2,1,0,6,0,-5,-5,-5,12,0,-4,19000,-3,12,3,0,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,85,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1524,1,1,0,-4,1,1,2,12,0,1,2,1,2,3,4,2,942,0,2,2,0,5,1,0,-4,0,15,5,21,8000,0,9,3,3,6,0,-4,777,449,-4,-4,3,10500,3,20460,0,3,6,51,-4,8270,8300,-4,-4,-4,12000,-4,-4,-4,-4,2,3,9,1,8
445,1525,1,0,0,-4,1,2,2,12,0,2,2,3,3,3,2,3,-4,-2,3,2,1,3,0,0,-4,0,0,3,-4,0,1,7,8,0,-4,4,25,838,447,-4,68,5,13000,5,33000,0,2,1,7,-4,8190,5700,6230,52,2,21000,-4,-4,31000,-4,3,3,12,0,15
445,1526,1,1,1,4,1,1,7,-2,0,3,3,3,4,3,3,3,-4,1,3,1,1,3,-3,1,18,1,14,4,-4,19600,0,13,26,3,6,1,29,67,599,-4,-4,-4,50000,2,-1,-3,3,3,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1527,1,1,0,-4,1,1,2,12,0,3,2,3,2,2,3,3,715,0,2,1,0,2,0,1,19,0,17,1,-4,12000,0,12,12,3,11,0,-4,478,804,-4,-4,-4,21000,2,21000,0,2,1,172,-4,7790,9130,4600,-4,-4,30000,-4,-4,0,-4,4,3,12,1,12
445,1528,1,1,0,-4,1,2,0,-2,0,1,2,3,2,-2,3,3,245,-2,2,1,0,2,-3,0,-4,0,17,4,-4,17000,0,12,4,0,-4,0,-4,839,15,212,-1,-4,30000,2,30000,0,3,3,21,-4,9590,3920,4760,-4,2,0,-4,-4,-4,-4,2,4,12,1,10
445,1529,1,1,0,-4,1,1,9,12,0,4,4,4,3,2,4,4,75,0,2,2,0,4,0,0,-4,0,0,-5,-5,-5,-5,-5,-5,-5,-5,0,-4,937,313,-4,-4,0,25000,2,25000,0,2,1,-998,-4,9470,5820,-4,-4,-4,22800,-4,-4,-4,-4,1,3,13,1,5
445,1530,1,1,0,-4,1,1,9,12,-4,3,3,2,2,2,3,3,391,0,2,2,0,4,0,0,-4,0,0,0,-4,15000,0,15,8,0,-4,0,-4,449,376,-4,-4,0,22000,1,22000,0,1,0,-998,-4,3190,5860,3410,52,-4,1800,-4,-4,30000,-4,2,3,13,1,12
445,1531,1,1,0,-4,1,1,2,12,-4,2,3,2,3,2,3,3,-4,0,3,2,0,6,0,0,-4,0,15,3,-4,15000,0,12,3,0,-4,2,25,698,337,-4,50,1,22000,1,22000,0,1,0,279,-4,5380,5120,6420,-4,-4,35000,-4,-4,0,-4,2,3,12,1,4
445,1532,1,1,0,-4,1,1,2,12,-4,1,2,3,3,3,2,2,372,0,3,2,0,6,0,0,-4,0,17,3,12,13000,0,12,9,2,0,6,24,737,385,-4,-4,4,15000,5,18385,1,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1533,1,0,1,1,0,1,7,12,-4,2,2,3,2,4,4,3,372,0,1,2,0,3,1,0,-4,0,16,2,12,0,1,12,12,2,1,2,25,-4,-4,-4,-4,2,0,3,12016,1,3,3,111,-4,-4,-4,-4,-4,6,0,-4,-4,-4,-4,2,4,12,1,14
445,1534,1,0,1,1,0,1,7,12,0,1,1,2,3,2,3,2,83,1,1,2,0,5,0,0,-4,0,17,1,18,20000,0,12,4,2,4,0,-4,717,375,-4,50,2,36000,4,96000,0,2,1,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1535,1,0,1,1,0,1,7,10,0,2,3,3,-3,3,3,4,-4,1,1,1,0,6,0,1,14,0,13,4,13,5000,-3,9,11,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1536,1,0,1,1,0,1,7,12,-4,3,2,3,2,3,2,3,473,0,1,1,0,5,0,0,-4,0,18,3,-4,12000,0,10,15,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-997,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1537,1,0,1,1,0,1,1,12,-4,1,1,4,2,1,4,2,-4,1,1,1,0,4,0,-5,-5,-5,14,5,-4,7000,0,12,8,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,13,1964,770,6420,4230,40,3,50000,-4,-4,-4,-4,1,4,12,1,9
445,1538,1,0,1,1,0,1,0,18,0,1,2,3,2,2,4,2,65,1,1,2,0,5,1,0,-4,0,0,2,18,0,0,17,12,1,5,2,21,848,208,-4,-4,2,60000,3,60000,0,3,3,5,-4,8090,3110,5700,-4,-4,98000,-4,-4,-4,-4,3,2,18,0,18
445,1539,1,0,0,-4,0,1,7,14,0,1,2,2,2,2,4,1,413,1,3,2,0,4,1,0,-4,1,15,4,-4,1400,0,12,10,2,4,4,18,339,376,-4,40,2,35000,4,55000,0,2,1,7,-4,6480,5240,2320,52,1,52000,-4,-4,40000,-4,2,4,12,0,22
445,1540,1,0,1,1,0,1,7,14,-4,1,1,3,2,2,4,2,-4,1,1,2,0,3,0,0,-4,0,16,2,-4,21000,0,16,12,0,-4,0,-4,709,243,3,45,0,50000,1,50000,0,3,3,121,-4,7070,4920,1000,-2,1,40000,-4,-4,-4,-4,2,4,16,1,18
445,1541,1,0,0,-4,0,1,7,13,0,2,1,2,1,2,3,2,75,0,3,2,0,8,0,1,18,0,16,4,-4,12000,0,12,9,2,4,2,20,879,105,-4,40,2,11500,4,52500,0,2,1,44,-4,8290,430,10,52,-4,36000,-4,-4,36000,-4,2,4,12,0,17
445,1542,1,0,0,-4,1,2,7,10,0,2,2,3,2,3,2,3,-4,0,3,1,1,5,1,1,12,1,14,5,12,-5,-5,-5,-5,-5,-5,4,23,-4,-4,-4,-4,-4,0,1,0,1,3,3,5,-4,-4,-4,4720,-4,-1,-1,-4,-4,-4,-4,1,3,12,0,8
445,1543,1,0,0,-4,0,1,7,12,-4,2,2,3,2,2,3,2,-4,0,3,1,0,8,0,0,-4,1,15,5,-4,-5,-5,-5,-5,-5,-5,6,21,69,534,-4,40,-4,45000,1,45000,0,1,0,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1544,1,0,0,-4,0,1,9,11,0,2,2,4,2,2,3,2,1,0,3,2,1,5,-3,0,-4,0,19,2,-4,3500,0,12,12,2,-3,2,22,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1545,1,0,0,-4,1,1,7,14,0,2,2,3,2,2,3,2,185,1,3,1,0,8,0,1,20,1,18,3,-4,13000,0,12,19,0,-4,0,-4,69,534,-4,-4,-4,33000,1,33000,0,1,0,-997,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1546,1,1,0,-4,1,1,2,14,0,2,2,3,2,2,3,2,-4,0,3,2,0,4,1,0,-4,0,18,4,16,2000,0,12,9,2,4,0,-4,838,447,-4,40,3,12500,4,33500,0,2,1,22,-4,4770,5620,7200,52,2,25000,-4,-4,32000,-4,2,3,12,1,15
445,1547,1,0,1,1,0,1,2,12,0,2,2,3,1,2,2,2,755,0,3,1,1,3,0,0,-4,0,16,3,-4,16000,0,11,19,2,6,2,30,158,706,372,20,-4,23000,4,26000,0,2,1,6,-4,770,9130,4020,-4,8,38684,-4,-4,-4,-4,1,3,11,1,31
445,1548,1,0,0,-4,0,2,4,12,0,2,2,4,2,2,4,1,-4,0,3,2,1,3,1,0,-4,0,13,3,-4,16000,0,10,9,2,-3,0,-4,748,376,-4,-4,2,10000,3,10990,1,3,3,6,1963,9290,4610,7200,52,-4,3100,-4,-4,-4,-4,2,4,10,1,13
445,1549,1,0,0,-4,0,1,0,12,0,2,2,3,1,2,2,1,424,0,3,2,0,4,-3,0,-4,0,0,1,-4,0,0,12,9,4,1,0,-4,-4,-4,-4,-4,4,0,5,34168,0,3,3,20,1963,-4,-4,9130,50,-4,0,-4,-4,-4,-4,2,4,12,0,15
445,1550,1,0,0,-4,0,1,5,14,0,1,2,4,1,1,3,2,180,0,3,2,0,3,0,0,-4,0,17,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1551,1,0,0,-4,1,1,2,12,0,2,2,2,3,2,3,3,-4,0,3,2,0,4,0,0,-4,0,19,1,-4,3500,0,12,4,2,8,6,20,728,453,-4,40,2,20000,4,45000,0,2,1,8,-4,7860,4020,4220,-4,2,20000,-4,-4,0,-4,2,4,12,1,12
445,1552,1,0,0,-4,0,1,7,12,0,2,2,3,3,2,3,2,190,0,3,2,1,3,0,1,16,1,17,4,-4,7100,1,13,16,1,13,0,-4,737,319,245,40,1,16000,3,81000,0,2,1,11,-4,7870,910,10,52,-4,0,-4,-4,99000,-4,2,4,16,1,30
445,1553,2,-4,1,4,0,2,6,13,0,1,1,1,1,1,4,1,372,1,3,2,1,2,0,0,-4,0,18,-1,-4,10000,0,12,9,1,2,6,23,809,19,-4,30,1,28200,3,52400,0,2,1,124,-4,7280,5700,6260,52,3,35000,-4,-4,30000,-4,2,4,12,1,11
445,1554,1,0,0,-4,0,1,7,14,0,2,2,3,2,3,3,3,152,0,3,1,0,5,0,0,-4,0,18,4,-4,29000,0,12,10,5,0,0,-4,339,734,-4,-4,-4,45000,7,45000,0,2,1,14,-4,1990,8260,-4,-4,3,62000,-4,-4,0,-4,4,3,12,1,11
445,1555,1,0,0,-4,0,1,7,16,0,2,2,1,2,3,3,2,6,0,3,1,0,4,0,1,14,0,17,3,-4,10000,0,14,22,0,-4,2,18,718,453,-4,-4,-4,22000,1,22000,0,1,0,-998,-4,9160,4220,-4,-4,1,34000,-4,-4,-4,-4,1,2,14,1,29
445,1556,1,0,0,-4,0,1,7,12,-4,2,2,2,2,2,4,-2,163,0,3,1,0,4,0,0,-4,0,18,4,-4,4147,1,12,15,1,0,0,-4,198,889,-4,24,-4,25485,3,25485,0,2,1,8,-4,770,6350,3500,52,2,53738,-4,-4,46674,-4,2,4,12,0,21
445,1557,1,0,0,-4,0,1,4,12,-4,2,2,3,2,2,4,3,245,0,3,1,0,5,0,0,-4,0,15,4,10,9000,-3,12,13,3,0,0,-4,927,508,-4,40,-4,0,5,42000,0,2,1,32,-4,9870,7140,4230,-4,-4,69000,-4,-4,0,-4,2,2,12,1,19
